ID	Income	Dt_Customer	Recency	MntWines	MntFruits	MntMeatProducts	MntFishProducts	MntSweetProducts	MntGoldProds	NumDealsPurchases	NumWebPurchases	NumCatalogPurchases	NumStorePurchases	NumWebVisitsMonth	AcceptedCmp3	AcceptedCmp4	AcceptedCmp5	AcceptedCmp1	AcceptedCmp2	Complain	Response	Age	Marital_Categories	Edu_Categories	Spent_Total	Living_Alone	AcceptedOffer
9617	15033.0	735339	37	0	4	5	6	0	4	1	1	0	3	3	0	0	0	0	0	0	0	64	0	1	19	0	0
3233	62745.0	734950	89	562	21	464	28	10	32	3	7	8	11	5	0	0	0	0	0	0	0	50	1	3	1117	2	0
89	22212.0	735211	49	5	9	20	6	8	21	2	2	0	4	6	0	0	0	0	0	0	0	40	1	2	69	2	0
2936	23661.0	735206	46	18	0	4	0	0	1	1	1	0	3	7	0	0	0	0	0	0	0	33	1	2	23	2	0
9449	79761.0	735145	32	415	5	124	15	35	11	1	5	2	11	3	0	0	0	0	0	0	0	57	0	3	605	1	0
7297	7500.0	735228	54	5	3	10	12	7	20	4	3	1	3	7	0	0	0	0	0	0	0	42	0	1	57	1	0
313	73455.0	735169	98	901	61	757	186	163	20	1	6	5	10	3	0	1	0	0	0	0	0	47	0	1	2088	0	1
9940	64961.0	734860	97	382	114	276	75	124	38	2	6	4	4	3	0	0	0	0	0	0	0	57	1	1	1009	2	0
10735	22804.0	735080	75	14	1	7	2	1	1	1	2	0	2	9	0	0	0	0	0	0	0	44	0	1	26	1	0
9529	73687.0	735200	8	559	153	503	218	13	181	1	3	9	9	2	0	0	0	1	0	0	1	25	1	1	1627	1	2
6439	61074.0	734732	37	789	0	133	0	28	152	7	11	5	8	7	0	0	0	0	0	0	0	57	1	1	1102	2	0
7411	31686.0	735389	31	11	0	5	0	0	1	2	1	0	3	6	0	0	0	0	0	0	0	51	1	3	17	3	0
2176	80134.0	735008	40	1218	16	272	104	0	80	2	5	3	6	6	0	1	1	1	0	0	1	43	1	1	1690	2	4
9265	75027.0	734877	74	925	64	179	133	12	77	2	9	4	6	5	0	0	0	0	0	0	0	62	1	1	1390	2	0
8867	67546.0	734746	90	864	134	768	150	38	172	1	4	10	5	3	0	0	0	0	0	0	0	27	1	3	2126	1	0
8932	65176.0	734805	57	960	28	183	220	70	70	4	9	6	6	6	0	0	0	0	0	0	0	46	1	2	1531	2	0
10236	31160.0	735127	59	16	3	25	6	1	13	2	2	0	3	8	0	0	0	0	0	0	0	40	0	2	64	1	0
6340	29938.0	735168	52	3	3	7	0	2	11	2	1	0	3	6	0	0	0	0	0	0	0	30	0	1	26	1	0
10089	102692.0	734963	5	168	148	444	32	172	148	1	6	9	13	2	0	1	1	1	1	0	1	41	0	1	1112	0	5
2227	26490.0	734768	92	45	47	52	21	20	25	2	3	1	5	6	0	0	0	0	0	0	0	57	1	2	210	1	0
10992	75702.0	734744	77	650	28	353	45	42	30	5	4	6	11	8	0	0	0	0	0	0	0	48	1	1	1148	3	0
5304	30899.0	734789	35	24	0	8	0	0	1	2	1	0	3	6	0	0	0	0	0	0	0	41	0	3	33	1	0
309	63342.0	734792	48	918	21	118	13	10	21	3	8	3	5	6	0	1	0	0	0	0	0	54	1	3	1101	2	1
3406	45989.0	734798	97	138	33	87	28	24	12	4	3	2	7	3	0	0	0	0	0	0	0	51	0	1	322	1	0
2661	18701.0	735023	95	12	4	2	10	6	10	4	2	0	4	5	0	0	0	0	0	0	0	51	0	1	44	2	0
3153	40737.0	735210	24	11	0	4	0	0	2	1	1	0	2	8	0	0	0	0	0	0	0	58	0	3	17	3	0
10264	15287.0	734786	60	1	2	8	4	3	13	2	1	1	2	7	1	0	0	0	0	0	1	36	0	1	31	1	2
1184	69674.0	735010	46	554	41	215	11	0	24	3	10	2	10	5	0	0	0	0	0	0	0	47	0	3	845	2	0
4200	44159.0	735401	85	167	2	62	24	13	7	4	4	1	6	5	0	0	0	0	0	0	0	45	1	2	275	2	0
9396	37717.0	734830	31	9	0	6	4	1	5	1	1	0	2	9	0	0	0	0	0	0	0	37	1	3	25	2	0
2387	43776.0	734902	9	177	2	71	3	2	20	6	5	2	4	8	0	0	0	0	0	0	1	63	1	2	275	3	1
6690	38179.0	734941	30	38	4	22	4	2	20	4	3	1	3	7	0	0	0	0	0	0	0	49	1	2	90	3	0
1225	80124.0	735410	47	483	84	398	205	84	241	1	3	7	8	1	1	0	0	0	0	0	0	52	1	1	1495	1	1
9703	38097.0	734791	70	77	2	35	0	1	69	4	3	2	2	7	1	0	0	0	0	0	1	45	1	3	184	3	2
291	72940.0	735038	13	182	74	298	162	149	116	1	3	3	6	1	0	0	0	0	0	0	0	45	1	1	981	1	0
4557	22070.0	735145	11	10	7	19	8	2	21	2	2	2	2	6	0	0	0	0	0	0	0	45	1	1	67	2	0
2379	69267.0	734768	31	778	44	499	95	73	146	2	3	4	5	7	0	0	0	0	0	0	1	62	0	1	1635	0	1
5726	31788.0	735312	15	16	7	23	0	8	6	3	3	0	4	5	0	0	0	0	0	1	0	32	0	2	60	1	0
3066	61905.0	735268	2	167	0	43	6	2	13	2	4	2	4	5	0	0	0	0	0	0	0	40	1	3	231	2	0
6336	29315.0	735329	55	13	2	14	8	7	4	4	2	0	4	6	0	0	0	0	0	0	0	55	1	1	48	3	0
10967	33378.0	734905	38	33	6	40	3	7	10	3	2	0	4	7	0	0	0	0	0	0	0	52	0	1	99	2	0
2304	66313.0	735127	86	625	7	99	10	22	7	2	6	3	12	4	0	0	0	0	0	0	0	52	1	3	770	2	0
3445	60714.0	734885	56	216	162	224	101	92	162	2	7	4	10	5	0	0	0	0	0	0	1	59	0	1	957	0	1
7828	77882.0	735353	29	68	129	396	188	22	15	1	3	3	5	1	0	0	0	0	0	0	0	34	1	2	818	1	0
3762	69867.0	734960	30	196	0	512	33	130	54	1	3	5	8	1	0	0	0	1	0	0	1	29	0	3	925	0	2
4391	63841.0	734979	64	635	15	100	20	7	131	1	9	3	9	6	0	0	0	0	0	0	0	47	0	2	908	1	0
4669	24480.0	734910	46	4	19	9	28	25	17	3	3	0	4	7	0	0	0	0	0	0	0	34	1	0	102	2	0
10144	51369.0	734801	84	297	7	79	0	11	182	2	8	2	4	8	0	0	0	0	0	0	0	39	1	1	576	2	0
8652	37760.0	734746	20	84	5	38	150	12	28	2	4	1	6	7	0	0	0	0	0	0	0	69	1	1	317	1	0
1672	65640.0	735293	74	204	7	149	20	15	66	1	5	1	8	2	0	0	0	0	0	0	0	41	1	3	461	2	0
8962	44319.0	735340	18	26	0	8	0	0	3	2	2	0	3	5	0	0	0	0	0	0	0	40	1	2	37	3	0
9974	30631.0	735061	75	15	6	20	4	5	20	1	3	1	2	7	0	0	0	0	0	0	0	41	1	1	70	2	0
10983	75278.0	734897	17	304	98	230	150	74	74	1	6	3	13	3	0	0	0	0	0	0	0	63	1	1	930	1	0
8148	50898.0	734876	88	285	28	242	55	114	135	13	6	2	12	5	0	0	0	0	0	0	0	59	1	2	859	3	0
10102	79946.0	735365	19	395	183	565	166	141	28	1	5	11	5	3	0	0	0	0	0	0	0	49	0	1	1478	0	0
4697	35416.0	735032	62	248	3	81	4	3	51	3	7	1	5	8	0	0	0	0	0	0	0	66	0	2	390	0	0
9262	32414.0	735053	11	20	6	5	0	9	12	1	1	0	3	7	1	0	0	0	0	0	0	31	1	2	52	1	1
7254	38361.0	735229	74	39	0	56	20	8	14	3	3	1	3	7	0	0	0	0	0	0	0	46	1	1	137	2	0
4543	82497.0	734807	32	777	129	573	216	21	203	1	2	7	9	4	0	0	1	0	0	0	0	35	1	1	1919	1	1
4927	16626.0	735248	76	8	3	22	21	1	13	3	3	0	3	9	0	0	0	0	0	0	0	44	1	1	68	3	0
10451	29672.0	734939	6	9	1	3	0	4	8	1	0	0	3	6	0	0	0	0	0	0	0	50	1	1	25	3	0
2926	55951.0	734738	62	1241	0	80	0	13	40	3	3	6	11	8	0	1	0	0	1	0	0	63	1	2	1374	2	2
2874	35388.0	734934	20	6	4	7	4	3	8	1	1	0	3	7	0	0	0	0	0	0	0	27	0	2	32	1	0
9738	42386.0	734881	43	65	4	16	0	4	11	1	3	0	3	8	0	0	0	0	0	0	0	29	1	2	100	2	0
7119	68627.0	734880	45	395	15	263	60	54	38	1	2	3	6	1	0	0	0	0	0	0	0	33	0	1	825	0	0
3924	57912.0	735309	34	801	0	80	0	0	35	5	8	3	12	5	0	1	0	0	0	0	0	50	0	3	916	1	1
5827	35246.0	735339	53	36	0	12	2	2	10	4	3	1	3	5	0	0	0	0	0	0	0	57	0	1	62	2	0
5596	58821.0	735153	44	513	14	154	19	0	28	1	9	2	9	6	0	0	0	0	0	0	0	59	1	2	728	2	0
10812	46377.0	735293	89	37	0	46	4	3	0	1	2	1	3	4	0	0	0	0	0	0	0	37	1	3	90	2	0
1717	39747.0	735336	43	80	15	93	20	13	52	3	5	1	4	8	0	0	0	0	0	0	0	27	0	1	273	1	0
9491	23976.0	735229	68	14	1	21	2	3	25	3	3	1	3	7	0	0	0	0	0	0	0	31	1	1	66	2	0
9274	80950.0	734955	44	525	147	112	219	147	63	1	6	7	9	2	0	0	0	1	0	0	0	54	1	2	1213	1	1
6609	27038.0	734764	64	1	26	25	17	23	15	1	3	0	3	9	0	0	0	0	0	0	1	49	0	1	107	0	1
6963	77457.0	735297	85	675	11	400	15	45	11	1	2	5	10	1	0	0	1	0	0	0	0	68	0	1	1157	0	1
4440	64100.0	735121	93	509	0	27	0	0	10	1	8	3	6	7	0	1	0	0	0	0	0	51	1	2	546	2	1
1379	42670.0	734985	12	154	2	46	20	4	15	1	4	2	4	4	0	0	0	0	0	0	0	23	1	2	241	1	0
10032	12571.0	735251	86	3	5	14	2	12	17	4	3	1	3	6	0	0	0	0	0	0	0	39	0	1	53	1	0
2826	22574.0	735169	28	25	0	8	2	0	2	2	2	0	3	7	0	0	0	0	0	0	0	48	1	1	37	4	0
6320	70893.0	734905	42	768	44	561	77	44	14	1	6	6	10	3	0	0	0	0	0	0	0	39	0	2	1508	0	0
3050	54198.0	735219	13	185	0	28	3	2	17	6	3	1	6	4	0	0	0	0	0	0	0	49	1	1	235	3	0
231	28839.0	735303	86	24	0	7	0	0	1	2	2	0	3	5	0	0	0	0	0	0	0	59	1	2	32	3	0
2392	40321.0	735078	59	44	4	21	6	0	27	2	3	0	3	7	0	0	0	0	0	0	0	43	1	1	102	3	0
9478	66503.0	734729	30	91	64	128	65	3	50	2	4	3	6	3	0	0	0	0	0	0	0	30	0	1	401	1	0
113	30833.0	735065	33	11	0	7	3	1	6	2	1	0	3	5	0	0	0	0	0	0	0	64	1	1	28	3	0
1802	64795.0	734885	23	412	5	119	38	29	77	3	3	3	12	2	0	0	0	0	0	0	0	44	1	1	680	2	0
520	34421.0	735050	81	3	3	7	6	2	9	1	1	0	2	7	0	0	0	0	0	0	0	41	1	1	30	2	0
8275	47025.0	735273	6	16	0	3	0	0	1	1	1	0	2	7	0	0	0	0	0	0	0	50	0	3	20	2	0
9750	64325.0	734906	41	731	60	353	78	12	73	5	10	3	5	7	0	0	0	0	0	0	0	54	0	3	1307	1	0
2607	40464.0	734879	78	424	17	118	7	23	41	6	8	2	8	8	0	0	0	0	0	0	0	62	0	1	630	1	0
7214	62187.0	735054	49	792	0	275	45	45	126	1	4	8	5	3	0	0	0	0	0	0	0	58	1	1	1283	1	0
5835	14849.0	735051	39	21	2	28	3	2	9	3	2	0	4	8	0	0	0	0	0	0	0	39	0	3	65	1	0
3896	27255.0	735179	3	22	1	11	0	1	2	1	1	0	3	7	0	0	0	0	0	0	0	31	1	1	37	2	0
10350	54432.0	734997	37	33	0	5	0	0	0	1	1	0	3	4	0	0	0	0	0	0	0	65	1	3	38	4	0
7786	29999.0	734912	22	68	7	59	10	5	11	4	3	1	4	8	0	0	0	0	0	0	0	29	0	3	160	1	0
2861	24072.0	734974	79	9	1	6	3	0	4	1	1	0	2	8	0	0	0	0	0	0	0	32	0	1	23	1	0
663	33996.0	735122	46	40	2	15	8	0	6	1	1	1	3	4	0	0	0	0	0	0	0	26	0	3	71	0	0
10675	66334.0	734961	82	909	11	218	0	0	23	2	9	3	5	5	0	0	0	0	0	0	1	59	1	3	1161	2	1
2521	35178.0	734878	10	23	1	13	2	2	18	1	1	1	2	7	1	0	0	0	0	0	1	44	1	2	59	2	2
9592	22010.0	735049	51	11	2	9	3	0	8	2	2	0	3	8	0	0	0	0	0	0	0	32	1	1	33	2	0
10151	62204.0	734758	38	317	46	247	151	46	139	1	4	5	12	3	0	0	0	0	0	0	0	55	0	1	946	2	0
7381	75693.0	734843	10	797	153	293	72	97	30	1	11	4	6	4	0	1	1	1	0	0	1	47	0	1	1442	0	4
4099	30675.0	734819	14	10	2	16	11	2	21	1	1	0	3	8	0	0	0	0	0	0	0	43	1	1	62	2	0
9560	83003.0	734930	18	856	61	570	40	25	122	1	7	6	8	3	0	0	1	0	0	0	1	50	1	1	1674	1	2
10172	68655.0	734725	95	456	19	832	75	118	38	1	4	5	11	3	0	0	0	0	0	0	0	27	0	1	1538	0	0
11191	41411.0	735209	11	37	32	38	11	3	18	1	2	1	4	6	0	0	0	0	0	0	0	29	0	1	139	0	0
9707	55212.0	734830	65	1103	0	45	0	0	34	3	4	2	11	8	0	1	0	0	1	0	0	46	1	3	1182	2	2
6245	59292.0	735032	71	378	14	68	19	14	14	2	3	5	8	3	0	0	0	0	0	0	0	65	1	3	507	2	0
8234	27190.0	735095	13	1	6	7	0	1	3	1	1	0	2	8	1	0	0	0	0	0	1	42	1	0	18	2	2
1411	82623.0	735182	58	204	34	204	172	153	173	1	2	9	4	1	0	0	0	0	0	0	0	63	0	1	940	0	0
8553	44300.0	735042	65	30	0	9	0	0	3	2	1	0	3	6	0	0	0	0	0	0	0	50	1	1	42	3	0
1826	84835.0	735400	0	189	104	379	111	189	218	1	4	4	6	1	0	0	0	0	0	0	1	45	0	1	1190	0	1
8842	30372.0	734862	33	15	0	12	7	3	7	3	2	0	3	7	0	0	0	0	0	0	0	44	0	1	44	2	0
11030	33181.0	735236	90	9	0	3	0	0	4	1	1	0	2	6	1	0	0	0	0	0	0	39	1	2	16	2	1
2579	71113.0	735219	95	495	33	255	11	33	8	4	6	7	9	4	0	0	0	0	0	0	0	58	1	1	835	2	0
175	71952.0	734878	93	656	80	455	52	107	93	2	8	4	8	4	1	0	1	0	0	0	0	29	1	1	1443	2	2
9185	69759.0	735169	38	452	20	514	13	30	0	3	4	6	5	3	0	0	0	0	0	0	1	49	0	3	1029	0	1
11056	72099.0	734803	18	546	91	410	119	0	22	1	3	4	10	1	0	0	0	0	0	0	0	41	1	1	1188	1	0
9365	60000.0	734859	57	1048	0	217	0	0	12	5	11	3	5	6	0	0	0	0	0	0	0	39	0	3	1277	1	0
6201	38643.0	735201	45	22	2	14	0	1	10	2	2	0	3	7	0	0	0	0	0	1	0	37	0	1	49	2	0
2061	50737.0	734999	61	78	0	11	0	0	10	1	2	0	4	6	0	1	0	0	0	0	0	60	1	1	99	2	1
6184	68462.0	734849	6	561	64	785	84	128	48	1	3	3	8	1	0	0	0	0	0	0	0	46	1	3	1670	1	0
6142	65073.0	735100	65	629	17	177	69	0	8	1	5	3	5	2	0	0	0	0	0	1	0	72	1	2	900	1	0
4107	46681.0	735149	52	269	15	69	15	19	38	2	4	6	4	5	0	0	0	0	0	0	0	67	1	3	425	3	0
7274	78618.0	734774	87	736	163	818	212	163	61	1	4	7	10	2	0	1	0	0	0	0	0	58	1	1	2153	1	1
9336	62187.0	735314	38	512	0	83	0	0	41	3	6	2	10	4	0	0	0	0	0	0	0	46	0	3	636	1	0
2958	28442.0	735288	53	19	3	10	11	8	6	3	2	1	4	4	0	0	0	0	0	0	0	37	1	1	57	3	0
933	37717.0	734830	31	9	0	6	4	1	5	1	1	0	2	9	0	0	0	0	0	0	0	37	1	3	25	2	0
5837	51479.0	734865	67	247	8	160	6	8	65	7	6	3	6	7	0	0	0	0	0	0	0	48	1	1	494	3	0
10704	54803.0	734736	65	404	0	92	28	27	142	2	6	2	9	4	0	0	0	0	0	0	0	46	0	1	693	1	0
5125	79530.0	735005	64	333	0	815	129	42	29	1	4	10	11	2	0	0	0	0	0	0	0	55	1	1	1348	1	0
4432	31615.0	734943	82	2	3	20	6	11	9	2	2	0	3	7	0	0	0	0	0	0	0	39	0	1	51	1	0
5955	72025.0	734824	27	833	33	549	151	133	233	1	4	3	8	3	0	0	0	0	0	0	0	53	1	1	1932	1	0
2928	52614.0	734838	63	789	0	142	12	9	38	2	2	4	8	8	0	0	0	0	0	0	0	40	0	3	990	1	0
5680	35684.0	735345	66	10	4	7	0	6	3	1	1	0	3	6	0	0	0	0	0	0	0	31	1	2	30	2	0
10313	48178.0	734804	69	159	4	45	6	2	38	6	5	1	4	8	0	0	0	0	0	0	0	40	1	1	254	3	0
2557	29548.0	735109	52	7	1	6	3	1	11	1	1	1	2	4	1	0	0	0	0	0	0	45	0	2	29	1	1
1245	63810.0	734818	45	977	12	253	16	12	101	4	4	3	12	8	0	1	0	0	0	0	0	49	0	1	1371	1	1
1519	38578.0	735041	2	38	4	22	3	3	3	3	3	0	3	8	0	0	0	0	0	0	1	43	0	3	73	2	1
10703	46098.0	734733	86	57	0	27	0	0	36	4	3	2	2	8	0	0	0	0	0	0	0	40	0	2	120	2	0
1726	22585.0	734945	23	3	9	15	13	2	39	1	1	1	2	9	1	0	0	0	0	0	1	45	0	1	81	0	2
4459	30279.0	734867	13	10	4	14	4	4	1	1	1	0	3	8	0	0	0	0	0	0	0	26	0	1	37	1	0
1729	66426.0	735143	14	1043	24	97	32	24	157	2	3	5	10	6	0	0	0	0	0	0	0	54	1	3	1377	2	0
1517	30822.0	735033	92	3	9	13	2	12	12	1	1	0	3	7	0	0	0	0	0	0	0	46	0	1	51	1	0
2098	33581.0	734876	38	11	0	5	0	0	1	1	1	0	2	8	0	0	0	0	0	0	0	46	1	3	17	3	0
9543	19986.0	735186	74	3	6	5	0	2	6	1	0	0	3	7	0	0	0	0	0	0	0	30	1	1	22	2	0
6878	27421.0	734849	14	43	12	96	78	40	55	3	4	1	6	7	0	0	0	0	0	0	0	61	0	1	324	0	0
3310	35688.0	734737	94	73	3	90	12	1	32	7	4	1	4	8	0	0	0	0	0	0	0	42	1	2	211	4	0
2724	36143.0	735322	33	12	0	1	0	0	6	1	0	1	2	3	0	0	0	0	0	0	0	34	0	2	19	1	0
948	10245.0	735003	32	4	7	7	6	4	13	3	1	2	2	5	0	0	0	0	0	0	0	44	0	1	41	1	0
6720	43795.0	735157	11	314	11	53	4	3	107	3	7	3	4	7	0	1	0	0	0	0	1	47	1	2	492	2	2
6202	63381.0	734781	78	571	50	142	33	50	159	4	4	5	13	2	0	0	0	0	0	0	0	55	1	1	1005	2	0
2066	38823.0	734745	56	70	0	11	2	8	23	1	2	1	3	6	0	0	0	0	0	0	0	66	1	1	114	2	0
9799	83664.0	734996	57	866	21	151	28	21	86	3	2	2	12	5	0	0	0	0	0	0	0	47	0	3	1173	2	0
8318	90300.0	735236	7	594	134	786	33	134	57	0	5	6	8	1	0	0	1	0	0	0	0	36	1	1	1738	1	1
5642	62499.0	735211	0	140	4	61	0	13	4	2	3	1	6	4	0	0	0	0	0	0	0	36	1	2	222	2	0
2669	74293.0	735357	66	375	152	335	93	91	81	1	5	4	6	2	0	0	0	0	0	0	0	22	0	1	1127	0	0
455	51012.0	734976	86	102	9	63	2	9	24	1	4	1	4	6	0	0	0	0	0	0	0	69	1	3	209	1	0
7683	70777.0	735289	80	554	35	113	0	7	78	3	5	3	12	3	0	0	0	0	0	0	0	47	1	2	787	2	0
3428	68682.0	735147	56	919	0	505	99	30	45	1	4	9	10	2	0	0	0	0	0	0	0	24	1	3	1598	1	0
7414	43824.0	734761	18	96	1	42	12	3	32	4	3	1	4	8	0	0	0	0	0	0	0	44	1	1	186	3	0
6354	15345.0	734746	51	5	2	16	3	2	19	2	1	1	2	8	0	0	0	0	0	0	1	31	1	1	47	2	1
798	23442.0	734861	71	2	0	6	8	6	5	1	1	0	3	7	0	0	0	0	0	0	0	28	0	1	27	1	0
8213	14515.0	734816	71	6	4	9	6	36	35	4	2	2	3	7	0	0	0	0	0	0	1	35	1	2	96	2	1
2488	31395.0	734950	80	23	1	25	0	8	7	4	2	1	3	6	0	0	0	0	0	0	0	59	0	2	64	2	0
9999	75276.0	734773	2	610	105	125	137	42	21	1	9	4	9	5	0	0	0	0	0	0	0	50	1	1	1040	1	0
7617	42373.0	735095	83	67	5	61	3	8	19	5	2	1	5	5	0	0	0	0	0	0	0	41	0	1	163	2	0
615	30507.0	734938	29	65	36	74	38	20	110	1	5	1	4	7	0	0	0	0	0	0	0	55	1	1	343	1	0
2552	55521.0	735163	11	416	0	26	0	0	4	9	6	3	6	7	0	1	0	0	0	0	1	60	0	3	446	3	2
194	48006.0	735393	55	23	0	11	3	2	2	1	1	0	3	6	0	0	0	0	0	0	0	50	1	1	41	3	0
3645	27213.0	734745	19	19	3	26	10	9	3	3	2	0	4	8	0	0	0	0	0	0	1	43	0	3	70	1	1
8890	65808.0	735383	1	155	7	80	13	7	10	3	5	1	5	6	0	0	0	0	0	0	0	44	0	3	272	2	0
5049	30351.0	735025	19	14	0	24	3	3	2	1	3	0	2	9	0	0	0	0	0	0	0	41	1	3	46	2	0
9973	50437.0	734793	28	370	9	92	6	9	4	3	7	1	8	7	0	0	0	0	0	0	0	52	1	1	490	3	0
7301	23616.0	734824	76	4	22	11	3	7	32	2	3	0	3	8	0	0	0	0	0	0	1	33	0	2	79	1	1
10882	53858.0	734816	50	407	53	221	58	150	26	4	4	3	6	4	0	0	0	0	0	0	0	39	1	1	915	2	0
7030	66465.0	734957	1	1200	0	204	38	29	14	3	11	9	12	6	0	0	0	1	0	0	0	60	1	3	1485	2	1
7422	46923.0	734737	90	85	44	54	102	78	6	3	5	1	7	7	0	0	0	0	0	0	0	28	0	1	369	1	0
3523	75072.0	734891	83	583	34	309	0	22	125	2	5	4	8	3	0	0	0	0	0	0	0	53	1	1	1073	2	0
7106	75865.0	735323	73	483	0	591	156	0	12	1	3	5	10	1	0	0	0	0	0	0	0	72	1	3	1242	1	0
6504	19789.0	735192	24	2	5	9	28	6	28	3	2	1	3	5	1	0	0	0	0	0	0	40	1	2	78	2	1
5067	80134.0	735278	11	966	26	282	52	26	26	1	2	7	11	5	0	1	1	1	1	0	0	21	1	1	1378	1	4
4216	91065.0	734921	33	822	114	108	179	137	114	1	7	9	9	3	0	0	1	1	0	0	1	34	0	1	1474	0	3
8581	49505.0	734932	4	604	0	100	19	0	28	9	10	2	8	8	0	0	0	0	0	0	0	44	1	2	751	3	0
5929	37401.0	735359	14	19	3	19	3	1	3	2	2	0	3	7	0	0	0	0	0	0	0	42	1	3	48	2	0
3129	30096.0	735375	30	5	3	11	12	5	9	1	2	0	3	6	0	0	0	0	0	0	0	32	1	1	45	2	0
6528	18492.0	735389	75	2	2	2	2	1	1	1	1	0	2	8	0	0	0	0	0	0	0	33	1	2	10	2	0
1361	82584.0	735023	26	1076	68	103	29	91	68	1	3	4	8	1	0	1	1	0	0	0	1	41	1	2	1435	1	3
6932	93027.0	734971	77	1285	42	716	55	0	21	0	7	10	5	2	0	0	1	0	0	0	0	74	1	3	2119	1	1
7284	48686.0	735206	8	10	0	7	2	0	1	1	1	0	2	8	0	0	0	0	0	0	0	62	1	1	20	4	0
1340	92910.0	735347	42	551	137	792	179	103	33	1	6	7	13	1	0	1	1	1	0	0	0	29	1	1	1795	1	3
8746	75433.0	735328	28	800	0	297	0	34	57	2	2	5	10	6	0	1	0	1	0	0	0	26	1	1	1188	2	2
5987	10404.0	735357	52	2	2	11	10	6	12	2	1	0	4	5	0	0	0	0	0	0	0	26	1	2	43	2	0
3767	61314.0	734983	1	378	0	189	97	172	172	2	5	5	12	3	0	0	0	0	0	0	0	47	1	1	1008	2	0
3725	84865.0	734997	1	1248	16	349	43	16	16	1	2	4	9	4	0	1	1	1	1	0	1	54	0	3	1688	0	5
4324	42387.0	734805	42	235	0	235	19	4	191	5	8	1	7	8	0	0	0	0	0	0	0	26	1	1	684	2	0
238	67309.0	734891	76	515	47	181	149	95	95	15	9	6	9	7	0	0	0	0	0	0	0	48	1	2	1082	3	0
6694	75236.0	735197	27	438	66	400	12	38	114	1	8	3	13	4	0	0	0	0	0	0	0	51	1	1	1068	2	0
498	30015.0	735266	28	25	0	22	2	3	5	2	1	0	4	5	0	0	0	0	0	0	0	45	0	1	57	1	0
9347	50943.0	735040	49	31	0	7	2	0	6	1	1	0	3	5	0	0	0	0	0	0	0	59	1	2	46	2	0
9699	67272.0	735223	12	357	35	271	28	28	14	3	6	2	12	5	0	0	0	0	0	0	0	49	0	1	733	1	0
10664	51529.0	735118	14	400	4	35	6	0	22	2	9	1	5	8	0	0	0	0	0	0	0	66	0	2	467	1	0
5455	32011.0	735102	89	99	0	15	2	1	5	3	2	1	4	7	0	0	0	0	0	0	0	44	1	3	122	2	0
456	7500.0	734906	96	1	11	5	4	6	9	2	2	0	3	8	0	0	0	0	0	0	0	29	1	2	36	2	0
5012	28691.0	735053	56	5	4	13	8	0	4	1	1	0	3	8	0	0	0	0	0	0	0	26	1	1	34	2	0
7495	56223.0	735222	72	77	28	31	16	0	4	2	2	1	5	4	0	0	0	0	0	0	0	67	1	3	156	2	0
5029	18100.0	735086	14	3	1	2	4	3	1	1	0	0	3	5	0	0	0	0	0	0	0	69	1	1	14	1	0
10642	30279.0	734867	13	10	4	14	4	4	1	1	1	0	3	8	0	0	0	0	0	0	0	26	0	1	37	1	0
2106	20130.0	735309	99	0	6	3	7	6	12	1	1	0	3	8	0	0	0	0	0	0	0	41	1	2	34	1	0
10364	23295.0	735062	72	0	0	1	2	12	5	1	1	0	2	8	0	0	0	0	0	0	0	56	0	1	20	0	0
5954	42618.0	735150	92	76	14	74	13	5	10	2	5	0	4	8	0	0	0	0	0	0	0	43	0	2	192	1	0
1137	81246.0	735231	87	398	190	537	61	156	37	1	4	5	7	1	1	0	0	1	0	0	0	51	0	1	1379	0	2
2541	24027.0	735028	7	14	7	11	11	0	5	2	2	0	3	8	0	0	0	0	0	0	0	39	1	1	48	2	0
1142	55707.0	735224	91	208	7	82	30	66	35	2	3	2	9	3	0	0	0	0	0	0	0	62	1	3	428	2	0
2276	57959.0	734990	71	430	16	322	43	24	33	5	4	7	11	3	0	0	0	0	0	0	0	60	0	1	868	1	0
2807	56796.0	734915	24	656	38	161	62	47	37	3	8	9	7	7	0	0	0	0	0	0	0	46	1	1	1001	2	0
6471	36230.0	735158	17	14	2	30	8	2	3	1	2	0	4	5	0	0	0	0	0	0	0	44	0	2	59	1	0
6131	70829.0	735203	87	141	70	106	72	19	23	2	4	2	8	3	0	0	0	0	0	0	0	35	1	2	431	3	0
6233	65991.0	734753	21	507	19	364	25	47	9	3	9	5	10	7	0	0	0	0	0	0	0	39	1	1	971	2	0
4148	38988.0	734735	90	164	24	103	12	3	42	7	5	1	6	8	0	0	0	0	0	0	0	43	1	1	348	4	0
4947	89572.0	734761	44	606	24	974	197	194	64	1	7	7	9	4	0	1	0	1	0	0	1	49	0	2	2059	0	3
3225	42207.0	734959	71	116	11	72	3	17	46	4	4	1	5	6	1	0	0	0	0	0	1	31	1	2	265	2	2
7540	50300.0	735378	52	143	15	60	24	23	5	2	2	1	8	2	0	0	0	0	0	0	0	63	1	1	270	2	0
10648	66664.0	734771	78	398	96	447	220	96	32	1	5	7	6	3	0	0	0	0	0	0	0	33	1	2	1289	1	0
1992	60597.0	735234	2	522	0	257	32	16	66	4	2	2	8	7	0	0	0	1	0	0	1	51	1	1	893	2	2
7851	70165.0	735133	60	161	0	253	199	191	122	1	3	7	11	1	0	0	0	0	0	0	0	66	0	1	926	0	0
